text_id,paper_discipline,level_cat,student_gender,speaker_status,paper_type,token,per_mil
BIO.G0.10.2,Biology,G0,F,NS,ResearchPaper,i,4520.8
BIO.G0.10.2,Biology,G0,F,NS,ResearchPaper,we,17179.02
BIO.G0.10.2,Biology,G0,F,NS,ResearchPaper,will,904.16
BIO.G0.10.2,Biology,G0,F,NS,ResearchPaper,would,4068.72
BIO.G0.10.2,Biology,G0,F,NS,ResearchPaper,may,0
BIO.G0.10.2,Biology,G0,F,NS,ResearchPaper,is,13110.31
BIO.G0.10.2,Biology,G0,F,NS,ResearchPaper,was,5877.03
BIO.G0.10.2,Biology,G0,F,NS,ResearchPaper,were,7233.27
BIO.G0.10.2,Biology,G0,F,NS,ResearchPaper,people,0
BIO.G0.11.1,Biology,G0,M,NS,Proposal,the,65359.48
BIO.G0.11.1,Biology,G0,M,NS,Proposal,i,10530.14
BIO.G0.11.1,Biology,G0,M,NS,Proposal,we,1452.43
BIO.G0.11.1,Biology,G0,M,NS,Proposal,will,18518.52
BIO.G0.11.1,Biology,G0,M,NS,Proposal,would,3267.97
BIO.G0.11.1,Biology,G0,M,NS,Proposal,may,1452.43
BIO.G0.11.1,Biology,G0,M,NS,Proposal,is,14161.22
BIO.G0.11.1,Biology,G0,M,NS,Proposal,was,363.11
BIO.G0.11.1,Biology,G0,M,NS,Proposal,were,726.22
BIO.G0.11.1,Biology,G0,M,NS,Proposal,people,0
BIO.G0.11.2,Biology,G0,M,NS,ResearchPaper,the,87171.87
BIO.G0.11.2,Biology,G0,M,NS,ResearchPaper,i,990.59
BIO.G0.11.2,Biology,G0,M,NS,ResearchPaper,we,0
BIO.G0.11.2,Biology,G0,M,NS,ResearchPaper,will,2971.77
BIO.G0.11.2,Biology,G0,M,NS,ResearchPaper,would,5448.24
BIO.G0.11.2,Biology,G0,M,NS,ResearchPaper,may,495.29
BIO.G0.11.2,Biology,G0,M,NS,ResearchPaper,is,15849.43
BIO.G0.11.2,Biology,G0,M,NS,ResearchPaper,was,13868.25
BIO.G0.11.2,Biology,G0,M,NS,ResearchPaper,were,14363.55
BIO.G0.11.2,Biology,G0,M,NS,ResearchPaper,people,0
BIO.G0.11.3,Biology,G0,M,NS,Report,the,96596.6
BIO.G0.11.3,Biology,G0,M,NS,Report,i,500.5
BIO.G0.11.3,Biology,G0,M,NS,Report,we,1001
BIO.G0.11.3,Biology,G0,M,NS,Report,will,4004
BIO.G0.11.3,Biology,G0,M,NS,Report,would,1001
BIO.G0.11.3,Biology,G0,M,NS,Report,may,7007.01
BIO.G0.11.3,Biology,G0,M,NS,Report,is,20020.02
BIO.G0.11.3,Biology,G0,M,NS,Report,was,0
BIO.G0.11.3,Biology,G0,M,NS,Report,were,0
BIO.G0.11.3,Biology,G0,M,NS,Report,people,0
BIO.G0.12.1,Biology,G0,F,NS,ResearchPaper,the,93333.33
BIO.G0.12.1,Biology,G0,F,NS,ResearchPaper,i,0
BIO.G0.12.1,Biology,G0,F,NS,ResearchPaper,we,0
BIO.G0.12.1,Biology,G0,F,NS,ResearchPaper,will,952.38
BIO.G0.12.1,Biology,G0,F,NS,ResearchPaper,would,7619.05
BIO.G0.12.1,Biology,G0,F,NS,ResearchPaper,may,4761.9
BIO.G0.12.1,Biology,G0,F,NS,ResearchPaper,is,15238.1
BIO.G0.12.1,Biology,G0,F,NS,ResearchPaper,was,17142.86
BIO.G0.12.1,Biology,G0,F,NS,ResearchPaper,were,9523.81
BIO.G0.12.1,Biology,G0,F,NS,ResearchPaper,people,0
BIO.G0.12.2,Biology,G0,F,NS,Report,the,55160.14
BIO.G0.12.2,Biology,G0,F,NS,Report,i,0
BIO.G0.12.2,Biology,G0,F,NS,Report,we,0
BIO.G0.12.2,Biology,G0,F,NS,Report,will,1779.36
BIO.G0.12.2,Biology,G0,F,NS,Report,would,0
BIO.G0.12.2,Biology,G0,F,NS,Report,may,3558.72
BIO.G0.12.2,Biology,G0,F,NS,Report,is,21352.31
BIO.G0.12.2,Biology,G0,F,NS,Report,was,0
BIO.G0.12.2,Biology,G0,F,NS,Report,were,0
BIO.G0.12.2,Biology,G0,F,NS,Report,people,0
BIO.G0.13.1,Biology,G0,F,NS,Report,the,67612.29
BIO.G0.13.1,Biology,G0,F,NS,Report,i,0
BIO.G0.13.1,Biology,G0,F,NS,Report,we,0
BIO.G0.13.1,Biology,G0,F,NS,Report,will,3782.51
BIO.G0.13.1,Biology,G0,F,NS,Report,would,472.81
BIO.G0.13.1,Biology,G0,F,NS,Report,may,2836.88
BIO.G0.13.1,Biology,G0,F,NS,Report,is,15602.84
BIO.G0.13.1,Biology,G0,F,NS,Report,was,2836.88
BIO.G0.13.1,Biology,G0,F,NS,Report,were,1418.44
BIO.G0.13.1,Biology,G0,F,NS,Report,people,1891.25
BIO.G0.14.1,Biology,G0,F,NS,ResearchPaper,the,99188.79
BIO.G0.14.1,Biology,G0,F,NS,ResearchPaper,i,2212.39
BIO.G0.14.1,Biology,G0,F,NS,ResearchPaper,we,0
BIO.G0.14.1,Biology,G0,F,NS,ResearchPaper,will,737.46
BIO.G0.14.1,Biology,G0,F,NS,ResearchPaper,would,4424.78
BIO.G0.14.1,Biology,G0,F,NS,ResearchPaper,may,737.46
BIO.G0.14.1,Biology,G0,F,NS,ResearchPaper,is,4424.78
BIO.G0.14.1,Biology,G0,F,NS,ResearchPaper,was,17330.38
BIO.G0.14.1,Biology,G0,F,NS,ResearchPaper,were,15117.99
BIO.G0.14.1,Biology,G0,F,NS,ResearchPaper,people,0
BIO.G0.15.1,Biology,G0,M,NNS,Essay,the,57350.57
BIO.G0.15.1,Biology,G0,M,NNS,Essay,i,0
BIO.G0.15.1,Biology,G0,M,NNS,Essay,we,6462.04
BIO.G0.15.1,Biology,G0,M,NNS,Essay,will,1615.51
BIO.G0.15.1,Biology,G0,M,NNS,Essay,would,4846.53
BIO.G0.15.1,Biology,G0,M,NNS,Essay,may,807.75
BIO.G0.15.1,Biology,G0,M,NNS,Essay,is,8885.3
BIO.G0.15.1,Biology,G0,M,NNS,Essay,was,1615.51
BIO.G0.15.1,Biology,G0,M,NNS,Essay,were,807.75
BIO.G0.15.1,Biology,G0,M,NNS,Essay,people,1615.51
BIO.G0.16.1,Biology,G0,M,NS,Report,the,26875.7
BIO.G0.16.1,Biology,G0,M,NS,Report,i,0
BIO.G0.16.1,Biology,G0,M,NS,Report,we,0
BIO.G0.16.1,Biology,G0,M,NS,Report,will,1119.82
BIO.G0.16.1,Biology,G0,M,NS,Report,would,559.91
BIO.G0.16.1,Biology,G0,M,NS,Report,may,2239.64
BIO.G0.16.1,Biology,G0,M,NS,Report,is,6718.92
BIO.G0.16.1,Biology,G0,M,NS,Report,was,2239.64
BIO.G0.16.1,Biology,G0,M,NS,Report,were,3919.37
BIO.G0.16.1,Biology,G0,M,NS,Report,people,0
BIO.G0.17.1,Biology,G0,M,NS,ResearchPaper,the,85953.88
BIO.G0.17.1,Biology,G0,M,NS,ResearchPaper,i,838.57
BIO.G0.17.1,Biology,G0,M,NS,ResearchPaper,we,0
BIO.G0.17.1,Biology,G0,M,NS,ResearchPaper,will,1677.15
BIO.G0.17.1,Biology,G0,M,NS,ResearchPaper,would,4612.16
BIO.G0.17.1,Biology,G0,M,NS,ResearchPaper,may,2935.01
BIO.G0.17.1,Biology,G0,M,NS,ResearchPaper,is,10062.89
BIO.G0.17.1,Biology,G0,M,NS,ResearchPaper,was,17610.06
BIO.G0.17.1,Biology,G0,M,NS,ResearchPaper,were,11320.75
BIO.G0.17.1,Biology,G0,M,NS,ResearchPaper,people,0
BIO.G0.18.1,Biology,G0,M,NS,Report,the,100456.62
BIO.G0.18.1,Biology,G0,M,NS,Report,i,0
BIO.G0.18.1,Biology,G0,M,NS,Report,we,0
BIO.G0.18.1,Biology,G0,M,NS,Report,will,761.04
BIO.G0.18.1,Biology,G0,M,NS,Report,would,761.04
BIO.G0.18.1,Biology,G0,M,NS,Report,may,2283.11
BIO.G0.18.1,Biology,G0,M,NS,Report,is,12176.56
BIO.G0.18.1,Biology,G0,M,NS,Report,was,3805.18
BIO.G0.18.1,Biology,G0,M,NS,Report,were,1522.07
BIO.G0.18.1,Biology,G0,M,NS,Report,people,0
BIO.G0.19.1,Biology,G0,F,NS,Report,the,59497.82
BIO.G0.19.1,Biology,G0,F,NS,Report,i,545.85
BIO.G0.19.1,Biology,G0,F,NS,Report,we,0
BIO.G0.19.1,Biology,G0,F,NS,Report,will,5458.52
BIO.G0.19.1,Biology,G0,F,NS,Report,would,4366.81
BIO.G0.19.1,Biology,G0,F,NS,Report,may,1091.7
BIO.G0.19.1,Biology,G0,F,NS,Report,is,19104.8
BIO.G0.19.1,Biology,G0,F,NS,Report,was,2183.41
BIO.G0.19.1,Biology,G0,F,NS,Report,were,2729.26
BIO.G0.19.1,Biology,G0,F,NS,Report,people,2183.41
BIO.G0.20.1,Biology,G0,M,NS,Report,the,71915.69
BIO.G0.20.1,Biology,G0,M,NS,Report,i,0
BIO.G0.20.1,Biology,G0,M,NS,Report,we,3719.78
BIO.G0.20.1,Biology,G0,M,NS,Report,will,1859.89
BIO.G0.20.1,Biology,G0,M,NS,Report,would,3719.78
BIO.G0.20.1,Biology,G0,M,NS,Report,may,3099.81
BIO.G0.20.1,Biology,G0,M,NS,Report,is,16739
BIO.G0.20.1,Biology,G0,M,NS,Report,was,1239.93
BIO.G0.20.1,Biology,G0,M,NS,Report,were,619.96
BIO.G0.20.1,Biology,G0,M,NS,Report,people,0
BIO.G0.21.1,Biology,G0,F,NS,ResearchPaper,the,67830.76
BIO.G0.21.1,Biology,G0,F,NS,ResearchPaper,i,671.59
BIO.G0.21.1,Biology,G0,F,NS,ResearchPaper,we,0
BIO.G0.21.1,Biology,G0,F,NS,ResearchPaper,will,0
BIO.G0.21.1,Biology,G0,F,NS,ResearchPaper,would,2014.78
BIO.G0.21.1,Biology,G0,F,NS,ResearchPaper,may,671.59
BIO.G0.21.1,Biology,G0,F,NS,ResearchPaper,is,2686.37
BIO.G0.21.1,Biology,G0,F,NS,ResearchPaper,was,12088.65
BIO.G0.21.1,Biology,G0,F,NS,ResearchPaper,were,15446.61
BIO.G0.21.1,Biology,G0,F,NS,ResearchPaper,people,0
BIO.G0.22.1,Biology,G0,M,NS,ResearchPaper,the,59611.83
BIO.G0.22.1,Biology,G0,M,NS,ResearchPaper,i,0
BIO.G0.22.1,Biology,G0,M,NS,ResearchPaper,we,12014.79
BIO.G0.22.1,Biology,G0,M,NS,ResearchPaper,will,924.21
BIO.G0.22.1,Biology,G0,M,NS,ResearchPaper,would,15711.65
BIO.G0.22.1,Biology,G0,M,NS,ResearchPaper,may,0
BIO.G0.22.1,Biology,G0,M,NS,ResearchPaper,is,6007.39
BIO.G0.22.1,Biology,G0,M,NS,ResearchPaper,was,11090.57
BIO.G0.22.1,Biology,G0,M,NS,ResearchPaper,were,9704.25
BIO.G0.22.1,Biology,G0,M,NS,ResearchPaper,people,0
BIO.G0.23.1,Biology,G0,M,NS,ResearchPaper,the,79487.18
BIO.G0.23.1,Biology,G0,M,NS,ResearchPaper,i,512.82
BIO.G0.23.1,Biology,G0,M,NS,ResearchPaper,we,0
BIO.G0.23.1,Biology,G0,M,NS,ResearchPaper,will,512.82
BIO.G0.23.1,Biology,G0,M,NS,ResearchPaper,would,3589.74
BIO.G0.23.1,Biology,G0,M,NS,ResearchPaper,may,512.82
BIO.G0.23.1,Biology,G0,M,NS,ResearchPaper,is,16410.26
BIO.G0.23.1,Biology,G0,M,NS,ResearchPaper,was,22564.1
BIO.G0.23.1,Biology,G0,M,NS,ResearchPaper,were,10769.23
BIO.G0.23.1,Biology,G0,M,NS,ResearchPaper,people,0
BIO.G0.24.1,Biology,G0,F,NS,Report,the,93316.52
BIO.G0.24.1,Biology,G0,F,NS,Report,i,840.69
BIO.G0.24.1,Biology,G0,F,NS,Report,we,0
BIO.G0.24.1,Biology,G0,F,NS,Report,will,420.34
BIO.G0.24.1,Biology,G0,F,NS,Report,would,3362.76
BIO.G0.24.1,Biology,G0,F,NS,Report,may,2101.72
BIO.G0.24.1,Biology,G0,F,NS,Report,is,4203.45
BIO.G0.24.1,Biology,G0,F,NS,Report,was,12610.34
BIO.G0.24.1,Biology,G0,F,NS,Report,were,14712.06
BIO.G0.24.1,Biology,G0,F,NS,Report,people,0
BIO.G0.25.1,Biology,G0,F,NS,Report,the,60848.19
BIO.G0.25.1,Biology,G0,F,NS,Report,i,3073.14
BIO.G0.25.1,Biology,G0,F,NS,Report,we,614.63
BIO.G0.25.1,Biology,G0,F,NS,Report,will,6760.91
BIO.G0.25.1,Biology,G0,F,NS,Report,would,1843.88
BIO.G0.25.1,Biology,G0,F,NS,Report,may,1229.26
BIO.G0.25.1,Biology,G0,F,NS,Report,is,23355.87
BIO.G0.25.1,Biology,G0,F,NS,Report,was,2458.51
BIO.G0.25.1,Biology,G0,F,NS,Report,were,1843.88
BIO.G0.25.1,Biology,G0,F,NS,Report,people,3073.14
BIO.G0.26.1,Biology,G0,F,NS,Report,the,54117.65
BIO.G0.26.1,Biology,G0,F,NS,Report,i,588.24
BIO.G0.26.1,Biology,G0,F,NS,Report,we,0
BIO.G0.26.1,Biology,G0,F,NS,Report,will,588.24
BIO.G0.26.1,Biology,G0,F,NS,Report,would,5882.35
